referrer,views_total,views_unique
github.com,660,21
statics.teams.cdn.office.net,253,5
Google,232,65
ssvlab.github.io,74,21
github.dev,45,1
com.google.android.gm,13,1
chatgpt.com,10,3
Bing,9,4
linkedin.com,7,3
DuckDuckGo,6,2
