referrer,views_total,views_unique
github.com,564,24
Google,194,53
ssvlab.github.io,72,21
arxiv.org,15,2
linkedin.com,13,9
DuckDuckGo,10,6
Bing,10,6
com.linkedin.android,4,4
paperswithcode.com,4,2
mail.google.com,4,1
