referrer,views_total,views_unique
github.com,545,27
Google,316,52
ssvlab.github.io,37,12
Bing,23,10
cn.bing.com,18,7
arxiv.org,12,2
ntp.msn.com,11,1
DuckDuckGo,9,3
com.google.android.gm,8,2
lnkd.in,6,2
