referrer,views_total,views_unique
github.com,372,24
Google,262,69
com.linkedin.android,64,5
ssvlab.github.io,50,14
linkedin.com,34,16
Baidu,26,1
yandex.ru,23,1
edgeservices.bing.com,18,3
Bing,13,7
com.google.android.gm,11,1
