referrer,views_total,views_unique
Google,595,90
github.com,584,23
ssvlab.github.io,93,29
Bing,47,7
statics.teams.cdn.office.net,23,4
DuckDuckGo,8,8
linkedin.com,7,2
com.google.android.gm,5,1
Baidu,3,1
edgeservices.bing.com,3,1
