referrer,views_total,views_unique
github.com,366,21
Google,236,47
arxiv.org,40,4
ssvlab.github.io,29,12
sosy-lab.org,13,1
Bing,12,7
mail.google.com,7,1
ya.ru,6,3
com.google.android.gm,4,1
linkedin.com,3,3
