referrer,views_total,views_unique
github.com,453,25
Google,263,65
com.linkedin.android,42,4
ssvlab.github.io,39,14
Baidu,28,1
yandex.ru,23,1
linkedin.com,19,15
edgeservices.bing.com,18,3
arxiv.org,13,2
com.google.android.gm,13,1
