referrer,views_total,views_unique
github.com,330,20
Google,236,46
arxiv.org,40,4
ssvlab.github.io,33,13
sosy-lab.org,13,1
Bing,12,7
mail.google.com,7,1
ya.ru,6,3
ntp.msn.com,5,1
cn.bing.com,3,3
