time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-26 00:00:00+00:00,134.0,18.0,415,33
2024-06-27 00:00:00+00:00,139.0,19.0,446,33
2024-06-28 00:00:00+00:00,100.0,19.0,493,41
2024-06-29 00:00:00+00:00,46.0,9.0,195,12
2024-06-30 00:00:00+00:00,4.0,2.0,42,14
2024-07-01 00:00:00+00:00,54.0,11.0,225,37
2024-07-02 00:00:00+00:00,56.0,14.0,372,31
2024-07-03 00:00:00+00:00,95.0,14.0,318,37
2024-07-04 00:00:00+00:00,200.0,20.0,402,27
2024-07-05 00:00:00+00:00,24.0,6.0,196,25
2024-07-06 00:00:00+00:00,1.0,1.0,38,12
2024-07-07 00:00:00+00:00,1.0,1.0,82,16
2024-07-08 00:00:00+00:00,17.0,4.0,197,29
2024-07-09 00:00:00+00:00,,,188,30
