referrer,views_total,views_unique
github.com,681,21
statics.teams.cdn.office.net,249,5
Google,231,64
ssvlab.github.io,71,20
github.dev,49,1
com.google.android.gm,17,1
Bing,12,5
chatgpt.com,10,3
linkedin.com,8,4
DuckDuckGo,6,2
