referrer,views_total,views_unique
github.com,406,24
Google,258,47
ssvlab.github.io,32,14
Bing,14,9
arxiv.org,14,3
sosy-lab.org,13,1
com.google.android.gm,11,1
mail.google.com,7,1
ya.ru,6,3
linkedin.com,5,5
