referrer,views_total,views_unique
github.com,513,27
Google,306,51
ssvlab.github.io,38,13
researchgate.net,36,1
Bing,22,9
cn.bing.com,18,7
arxiv.org,15,3
com.google.android.gm,13,2
ntp.msn.com,11,1
DuckDuckGo,9,3
