referrer,views_total,views_unique
github.com,440,23
Google,287,68
ssvlab.github.io,50,18
com.linkedin.android,42,4
linkedin.com,29,15
Baidu,26,1
yandex.ru,23,1
edgeservices.bing.com,18,3
com.google.android.gm,13,1
Bing,7,5
