referrer,views_total,views_unique
github.com,425,24
Google,372,89
ssvlab.github.io,96,21
Bing,35,11
statics.teams.cdn.office.net,21,2
DuckDuckGo,19,11
github.dev,7,1
chatgpt.com,5,2
cn.bing.com,4,3
yandex.ru,3,3
