referrer,views_total,views_unique
github.com,396,22
Google,380,63
ssvlab.github.io,63,12
Bing,27,7
chatgpt.com,18,1
linkedin.com,17,9
com.google.android.gm,13,3
ntp.msn.com,9,1
cn.bing.com,5,4
DuckDuckGo,4,3
