referrer,views_total,views_unique
github.com,488,23
Google,344,87
ssvlab.github.io,93,21
Bing,35,11
DuckDuckGo,18,10
statics.teams.cdn.office.net,12,2
github.dev,9,1
chatgpt.com,5,2
cn.bing.com,4,3
yandex.ru,3,2
