referrer,views_total,views_unique
Google,362,51
github.com,322,19
ssvlab.github.io,59,13
Bing,26,6
chatgpt.com,18,1
linkedin.com,16,8
com.google.android.gm,13,3
ntp.msn.com,8,1
arxiv.org,4,2
yandex.ru,3,3
