referrer,views_total,views_unique
github.com,363,26
Google,242,82
com.linkedin.android,63,4
ssvlab.github.io,57,17
linkedin.com,35,16
Bing,27,8
yandex.ru,24,1
Baidu,23,1
edgeservices.bing.com,18,3
arxiv.org,17,1
