referrer,views_total,views_unique
github.com,359,26
Google,262,67
com.linkedin.android,62,3
ssvlab.github.io,45,12
linkedin.com,33,15
Bing,26,8
Baidu,26,1
yandex.ru,24,1
edgeservices.bing.com,18,3
com.google.android.gm,9,1
