referrer,views_total,views_unique
github.com,540,27
Google,375,60
ssvlab.github.io,37,12
cn.bing.com,19,8
Bing,14,9
DuckDuckGo,9,3
com.google.android.gm,8,2
lnkd.in,6,2
linkedin.com,5,4
arxiv.org,5,3
