referrer,views_total,views_unique
github.com,316,16
Google,284,58
arxiv.org,69,1
ssvlab.github.io,66,21
linkedin.com,25,7
ntp.msn.com,7,1
classroom.google.com,5,3
DuckDuckGo,4,2
com.google.android.gm,4,2
m.sogou.com,3,1
